Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (5, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 6, None, None]
Pacman position: (5, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 6, None, None]
Pacman position: (5, 7),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 5, None, None]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 4, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 4, None, None]
Pacman position: (6, 10),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (6, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 2, None, None]
Pacman position: (6, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 1, None, None]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 16, 13, 17]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 16, 13, 17]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 15, 12, 16]
Pacman position: (1, 16),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 14, 11, 15]
Pacman position: (1, 15),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 13, 10, 14]
Pacman position: (1, 14),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 12, 9, 13]
Pacman position: (2, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 8, 12]
Pacman position: (3, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 7, 11]
Pacman position: (4, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 6, 10]
Pacman position: (5, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 5, 9]
Pacman position: (6, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [16, 15, 6, 8]
Pacman position: (7, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [17, 16, 7, 9]
Pacman position: (8, 14),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [18, 17, 8, 10]
Pacman position: (8, 13),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [17, 16, 7, 9]
Pacman position: (8, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [16, 15, 6, 8]
Pacman position: (8, 11),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 5, 7]
Pacman position: (8, 10),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 4, 6]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 16, 13, 17]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 16, 13, 17]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 15, 12, 16]
Pacman position: (1, 16),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 14, 11, 15]
Pacman position: (1, 15),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 13, 10, 14]
Pacman position: (1, 14),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 12, 9, 13]
Pacman position: (2, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 8, 12]
Pacman position: (3, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 7, 11]
Pacman position: (4, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 6, 10]
Pacman position: (5, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 5, 9]
Pacman position: (6, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [16, 15, 6, 8]
Pacman position: (7, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [17, 16, 7, 9]
Pacman position: (8, 14),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [18, 17, 8, 10]
Pacman position: (8, 13),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [17, 16, 7, 9]
Pacman position: (8, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [16, 15, 6, 8]
Pacman position: (8, 11),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 5, 7]
Pacman position: (8, 10),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 4, 6]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 12, 3, 5]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [12, 11, 4, 4]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [10, 9, 6, 2]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [11, 10, 5, 3]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 16, 13, 17]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 16, 13, 17]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 15, 12, 16]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 15, 12, 16]
Pacman position: (1, 16),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [13, 14, 11, 15]
Pacman position: (2, 16),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 10, 14]
Pacman position: (2, 16),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 10, 14]
Pacman position: (3, 16),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 9, 13]
Pacman position: (3, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 8, 12]
Pacman position: (3, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 8, 12]
Pacman position: (4, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 7, 11]
Pacman position: (4, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 6, 10]
Pacman position: (4, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [14, 13, 6, 10]
Pacman position: (5, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 5, 9]
Pacman position: (5, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 5, 9]
Pacman position: (6, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [16, 15, 6, 8]
Pacman position: (6, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [16, 15, 6, 8]
Pacman position: (7, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [17, 16, 7, 9]
Pacman position: (7, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [17, 16, 7, 9]
Pacman position: (8, 14),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [18, 17, 8, 10]
Pacman position: (8, 13),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [17, 16, 7, 9]
Pacman position: (8, 13),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [17, 16, 7, 9]
Pacman position: (8, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [16, 15, 6, 8]
Pacman position: (7, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 5, 7]
Pacman position: (7, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(1, 3), (2, 3), (5, 9), (6, 6)],Ghosts distances: [15, 14, 5, 7]
